,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Volume20DayAvg,RSI,MACD,BollingerHigh,BollingerLow,ADLine,OBV,ROC12,Volatility,Volatility50DayAvg,Score,Momentum Category,MA20_Score,date
18,138.875,138.875,134.625,135.3125,87.34613037109375,9409200,,,,33.98341398421647,,,,-6295727567.415506,-8399700,-4.076201251900692,48.56011903277165,,1.0,Low Momentum,,2000-02-18
19,135.1875,136.34375,133.53125,134.96875,87.12419891357422,16415400,,,8697615.0,33.27871948866266,,93.65606303420296,87.25425648484,-6853860518.636209,-24815100,-5.739878703334936,48.59136907535269,,1.5,Low Momentum,,2000-02-22
20,135.625,137.46875,134.5,136.5625,88.15298461914062,12119000,,,8806440.0,39.53777414109245,,93.5851289063725,86.97822482287553,-7244374115.285058,-12696100,-4.229643535539813,48.71659636185791,,3.5,Moderate Momentum,2.0,2000-02-23
21,136.6875,137.03125,133.09375,133.8125,86.37785339355469,17375000,,,9417285.0,33.66879955710516,,93.75453124366436,86.35696396507586,-7674035440.891147,-30071100,-6.01403150326755,48.72814414892945,,1.5,Low Momentum,2.0,2000-02-24
22,135.1875,136.71875,133.125,133.328125,86.065185546875,10559900,,,9399145.0,32.74674711772894,,93.90918740902437,85.75549688662993,-7961157113.214517,-40631000,-7.611512099399596,48.84334075303772,,1.5,Low Momentum,2.0,2000-02-25
23,133.375,136.6875,132.71875,136.125,87.87057495117188,13397800,,,9473225.0,42.53304680579122,,93.90102279114846,85.77979843687889,-8277353970.685604,-27233200,-3.649602062368994,48.97041030304395,,3.5,Moderate Momentum,2.0,2000-02-28
24,136.0625,137.4375,135.75,137.4375,88.71785736083984,8242500,,,9346915.0,46.46986651896175,,93.85953498181135,85.6841165989992,-8745048246.333933,-18990700,-2.913863095706735,49.01301849917139,,2.5,Low Momentum,2.0,2000-02-29
25,137.625,139.0,137.21875,138.4375,89.36333465576172,6868000,,,9269320.0,49.31836153934575,,93.74405610092124,85.63821776382484,-9120950343.27061,-12122700,-0.1802681805569096,49.1036702234563,,2.5,Low Momentum,2.0,2000-03-01
26,138.6875,139.125,137.34375,138.53125,89.42384338378906,7600200,,,9339035.0,49.58917030665123,,93.61445608465932,85.60441903741098,-9537477840.69043,-4522500,-0.6944547996903818,49.15066987494072,,2.5,Low Momentum,2.0,2000-03-02
27,140.4375,141.71875,139.71875,141.125,91.09818267822266,12770300,,,9577675.0,56.51348514764339,,93.39969756096777,85.68604157477442,-10171147371.55972,8247800,0.03326784764314348,49.37525821360288,,4.5,Moderate Momentum,2.0,2000-03-03
28,140.8125,141.34375,138.75,139.75,90.2105484008789,11967100,,,9929760.0,52.403953824723,,93.14936179198821,85.7528110595743,-10631019220.46138,-3719300,0.5395718933185495,49.43742314990106,,2.5,Low Momentum,2.0,2000-03-06
29,140.0,140.15625,135.21875,137.046875,88.46568298339844,20062000,,,10640570.0,45.41304858904599,,92.82154121519156,85.73669471620494,-11031014397.36753,-23781300,-0.8926552928666467,49.47372875341677,,1.5,Low Momentum,2.0,2000-03-07
30,136.46875,137.84375,135.03125,136.875,88.3547592163086,11808500,,,10984175.0,45.00204185499422,,92.11859873267856,85.9595384743527,-11434772651.26565,-35589800,1.1547493185212,49.46689577221569,,3.5,Moderate Momentum,2.0,2000-03-08
31,137.25,140.875,136.125,140.875,90.93677520751953,5500900,,,10833645.0,55.17233362260567,,92.070632279531,85.9812849873147,-11544937090.53342,-30088900,4.376024504658374,49.68499184446396,,3.5,Moderate Momentum,2.0,2000-03-09
32,140.1875,142.0,139.53125,140.125,90.45265197753906,7924600,,,10895345.0,53.18638064466901,,91.90525741448305,86.05386886725525,-11867942810.84839,-38013500,2.608723196762996,49.78343705503657,,2.5,Low Momentum,2.0,2000-03-10
33,136.6875,140.46875,135.6875,138.59375,89.46417236328125,10540500,,,10929880.0,49.28549508559245,0.2551708978468111,91.90009193801959,86.0529796562187,-12082286494.09747,-48554000,3.573044302993591,49.80005569556688,,3.5,Moderate Momentum,2.0,2000-03-13
34,139.28125,140.09375,136.15625,136.625,88.19332885742188,8263900,,,10916635.0,44.7420271322575,0.129976337565598,91.78293232314631,85.98455272324041,-12291876506.62072,-56817900,2.472711000416994,49.85930726279202,,3.5,Moderate Momentum,2.0,2000-03-14
35,136.875,140.4375,136.0625,139.8125,90.25090026855469,10300800,,,10877760.0,52.39406288669437,0.179289841082951,91.63902519732126,86.04676124066701,-12517901250.16983,-46517100,2.708899217634023,50.02965468277674,,4.5,Moderate Momentum,3.0,2000-03-15
36,141.625,146.84375,140.875,146.34375,94.4668960571289,25601400,,,11715560.0,63.53630619085915,0.4727334863461262,92.78982226714874,85.37001278534149,-12941613622.24372,-20915700,6.480136995313296,50.49845432911021,,5.5,Moderate Momentum,3.0,2000-03-16
37,145.8125,148.0,145.4375,146.9375,95.09130096435547,10272900,,,11849995.0,64.84852394041445,0.6735259794155101,93.91496046905976,84.82775574798126,-13355555960.73993,-10642800,6.409749961389156,50.71521501580742,,4.5,Moderate Momentum,3.0,2000-03-17
38,146.875,147.34375,144.78125,146.1875,94.60587310791016,12502300,,,12004650.0,62.95183245750092,0.7333586148071233,94.71199566927909,84.75669482144356,-13857664203.77835,-23145100,5.794908301895356,50.82501744579578,,3.5,Moderate Momentum,3.0,2000-03-20
39,145.53125,149.75,144.5,149.1875,96.54737854003906,13612600,,,11864510.0,67.0969034161096,0.8549135567283712,95.84553546420548,84.56547298916365,-14119947224.68725,-9532500,5.981673510506874,51.13352526338821,,5.5,Moderate Momentum,3.0,2000-03-21
40,149.5625,150.84375,148.6875,150.09375,97.13381958007812,8260000,,,11671560.0,68.25234326683125,0.9203571689543832,96.96018961940398,84.34890233005892,-14523183132.18272,-1272500,7.674569439965589,51.35944284885769,,4.5,Moderate Momentum,3.0,2000-03-22
41,149.15625,153.46875,149.15625,152.65625,98.79219055175781,11654500,,,11385535.0,71.31952127278758,1.013511008347587,98.18946676863065,84.36105889665255,-14807054643.58657,10382000,11.67289644991184,51.71483481821942,,6.0,Moderate Momentum,3.0,2000-03-23
42,152.875,155.75,151.71875,153.5625,99.37863159179688,11462900,,,11430685.0,72.33729062942368,1.048431742488682,99.271533582298,84.61033668747739,-15116176851.89113,21844900,12.47682917509834,52.08933300607818,,6.0,Moderate Momentum,4.0,2000-03-24
43,153.375,153.78125,151.8125,151.9375,98.32698059082031,8798600,,,11200725.0,67.6978080394742,0.9380936966400386,100.0457774635393,84.88173337020093,-15603042947.58496,13046300,8.126751104199798,52.25456767765854,,3.5,Moderate Momentum,4.0,2000-03-27
44,151.25,152.984375,150.59375,151.0625,97.76073455810547,6334400,,,11105320.0,65.27040530653254,0.7713336701008531,100.627874976347,85.20392357711975,-15889358903.0486,6711900,8.079456401544896,52.42619815848148,,3.5,Moderate Momentum,4.0,2000-03-28
45,151.5625,152.484375,149.65625,151.21875,97.86186981201172,6747500,,,11099295.0,65.50828866023875,0.6187839644181805,101.1587989190821,85.52285315000968,-16143254305.15226,13459400,9.386659739756485,52.59030117872527,,4.5,Moderate Momentum,4.0,2000-03-29
46,150.15625,151.921875,147.125,148.6875,96.22380065917969,9491900,,,11193880.0,58.51694962695885,0.370735624235575,101.3783601115373,85.98328768509352,-16354189475.62444,3967500,9.105532023561906,52.69528003652977,,3.5,Moderate Momentum,4.0,2000-03-30
47,149.625,152.3125,148.4375,150.375,97.31585693359375,9249100,,,11017820.0,61.46930367036605,0.2492189391535446,101.7489078097105,86.23450741245742,-16607479447.30728,13216600,7.828128743332482,52.93766712969337,,4.5,Moderate Momentum,4.0,2000-03-31
48,150.125,151.25,148.6875,151.25,97.88208770751953,8508200,,,10844875.0,62.9419988881067,0.1792549742007803,102.1053045138162,86.64526463901589,-16953363342.03265,21724800,3.615225854700768,53.00884398231572,,4.5,Moderate Momentum,4.0,2000-04-03
49,151.75,153.0,141.390625,150.125,97.15409088134766,19585500,91.82086685180664,,10821050.0,59.7784720075567,0.06226774190334328,102.1280380201039,87.49137192252304,-17122206599.48831,2139300,2.169272999814583,53.15949171875606,37.09418461894373,3.5,Moderate Momentum,4.0,2000-04-04
50,147.875,150.8125,147.625,149.1875,96.54737854003906,8387200,91.91936157226563,,10649985.0,57.19828017956796,-0.07046192764234815,101.9392649137215,88.49940696127852,-17399392686.83512,-6247900,2.05220391541059,53.19512867589151,38.15808719246156,2.5,Low Momentum,4.0,2000-04-05
51,150.25,151.6875,149.0,150.484375,97.3866195678711,6378500,92.04916519165039,,10693865.0,59.78407358928775,-0.1136627802766892,102.0235562359321,89.06010007510305,-17650769100.94588,130600,0.8692530450052462,53.33405673189647,39.22476832709949,3.5,Moderate Momentum,4.0,2000-04-06
52,151.5625,152.125,150.5,151.4375,98.00344848632812,6023600,92.19856826782227,,10598815.0,61.61937480379409,-0.1124188056084949,102.0410201865118,89.79771577540224,-18045984365.80465,6154200,0.895289519149475,53.43436556762736,40.29345563845204,3.5,Moderate Momentum,4.0,2000-04-07
53,151.75,153.109375,150.3125,150.84375,97.61922454833984,9624200,92.39676864624023,,10553000.0,59.78902080978848,-0.1470115148924802,101.717256891066,90.93698428935389,-18418249457.22945,-3470000,-1.187306402324833,53.55376277805912,41.36453089401322,1.5,Low Momentum,4.0,2000-04-10
54,150.0,151.625,148.375,150.40625,97.33611297607422,9006400,92.54169982910156,,10590125.0,58.41219432625413,-0.1954647324800565,100.681638898036,92.88688069424916,-18710133784.67086,-12476400,-2.055289535593942,53.58604939760205,42.43625188196526,1.5,Low Momentum,4.0,2000-04-11
55,150.375,151.15625,146.15625,146.28125,94.66657257080078,10779200,92.61548904418946,,10614045.0,47.34173789112489,-0.4019162597444692,99.71696980011535,94.29311702239443,-18942919997.04879,-23255600,-3.722689335139884,53.60276994233946,43.50830728081205,1.5,Low Momentum,4.0,2000-04-12
56,147.46875,148.15625,143.78125,144.25,93.3520278930664,12225800,92.66137298583985,,9945265.0,43.01821350839668,-0.6091868261045206,99.90270168676145,93.99589831934207,-19236991549.56762,-35481400,-4.509690608368625,53.59469190568659,44.58020111892579,1.5,Low Momentum,4.0,2000-04-13
57,142.625,142.8125,133.5,136.0,88.01299285888672,29604000,92.5730419921875,,10911820.0,30.73930298976288,-1.061550397317866,101.4433369529889,91.74743224256777,-19555797667.02384,-65085400,-10.06405965065275,53.29939049148994,45.64618892875558,1.5,Low Momentum,4.0,2000-04-14
58,135.1875,140.75,134.6875,140.75,91.08695983886719,23918200,92.55385696411133,,11482615.0,41.15397722590482,-1.104502247512283,101.7725438280953,91.06633404055707,-19923747682.17667,-41167200,-5.338430601496355,53.25922025217733,46.71137333379913,3.5,Moderate Momentum,4.0,2000-04-17
59,140.5625,144.46875,139.78125,144.46875,93.4936294555664,11069200,92.58562850952148,,11355445.0,47.77519158518746,-0.9286591303897556,101.7686853838898,90.7648175763153,-20153426772.02433,-30098000,-3.927651256912375,53.26797524567415,47.77673283871261,2.5,Low Momentum,3.0,2000-04-18
60,144.5,145.125,142.53125,143.125,92.62399291992188,6553700,92.5749934387207,,11270130.0,45.77109865847515,-0.8318671558698114,101.7484019785329,90.33411831565653,-20412184570.89716,-36651700,-5.371866202230295,53.15107490987125,48.83975433691003,1.5,Low Momentum,3.0,2000-04-19
61,143.5625,143.9375,142.375,143.8125,93.06890106201172,8537600,92.61239196777343,,11114285.0,46.99611086057445,-0.7039097374689357,101.4557419119554,90.0544494332594,-20959545531.27216,-28114100,-4.204856205514905,53.01982006488602,49.90015073820776,2.5,Low Momentum,3.0,2000-04-20
62,141.5,143.3125,140.5,142.25,92.05768585205078,12893100,92.62593444824219,,11185795.0,44.53372260333218,-0.6544481998108969,101.0520485132599,89.72604825798034,-21416578436.10126,-41007200,-4.650248153683806,52.8215185558219,50.9565811093242,2.5,Low Momentum,3.0,2000-04-24
63,144.625,148.15625,144.4375,148.15625,95.88001251220703,14102000,92.7530403137207,,11450965.0,54.28427301240659,-0.3468222450755403,100.7741144335098,89.75928552986915,-21798953478.68431,-26905200,-1.547037018380201,53.05559324097385,51.06207106949802,3.5,Moderate Momentum,3.0,2000-04-25
64,147.96875,148.75,146.0,146.484375,94.79804992675781,7711100,92.84801742553711,,11519800.0,51.52323513918956,-0.2056999003561917,100.5077886832541,89.72934281699,-22093808838.47324,-34616300,-3.270699765240892,53.04233568717522,51.16375954212526,1.5,Low Momentum,3.0,2000-04-26
65,143.0,147.34375,143.0,146.0,94.48457336425781,15595300,92.91635116577149,,11962190.0,50.71833711732529,-0.126824844844837,100.1942131399337,89.70518871553509,-22457772545.0401,-50211600,-3.211100271063709,53.00686171475143,51.26015047300652,2.5,Low Momentum,3.0,2000-04-27
66,147.0,147.859375,145.0625,145.09375,93.89808654785156,8743400,92.99978469848632,,11924765.0,49.17065560043019,-0.1082337621505788,100.0628828258818,89.60394761845413,-22786409349.34134,-58955000,-3.532118062971903,53.03314313767935,51.35466374880809,1.5,Low Momentum,3.0,2000-04-28
67,146.5625,148.484375,145.84375,147.0625,95.17215728759766,7328300,93.11797805786132,,11828725.0,52.55756465823528,-0.009418957729237825,99.83424578446305,89.61821469527327,-23074986696.72542,-51626700,0.5340688936622798,53.14408208871286,51.44796207400135,3.5,Moderate Momentum,3.0,2000-05-01
68,145.5,147.125,144.125,144.125,93.27116394042969,9411900,93.23647872924805,,11873910.0,47.47454724481578,-0.06810521884091221,99.42627964838533,89.56508845464202,-23403486076.4648,-61038600,-0.0866225988463233,53.05899356183353,51.53793956458259,1.5,Low Momentum,2.0,2000-05-02
69,144.0,144.0,139.78125,140.75,91.08695983886719,12630700,93.31573394775391,,11526170.0,42.4004985365931,-0.240352288887561,99.177618556692,89.2070364420873,-23707692703.33329,-73669300,3.492628622354692,52.89255374024331,51.6239632578804,2.5,Low Momentum,2.0,2000-05-03
70,142.0,142.359375,140.75,141.8125,91.77460479736328,5963600,93.38816635131836,,11404990.0,44.41472942958566,-0.2909250885650155,98.92210473345219,88.98527289105954,-24076616665.99636,-67705700,0.7549323851762508,52.77682955602113,51.70516792176367,3.5,Moderate Momentum,2.0,2000-05-04
71,141.0625,144.0,140.9375,143.53125,92.88689422607422,7862400,93.51834716796876,,11479185.0,47.60632337925534,-0.2348208079035751,98.45662903652907,89.00077605380297,-24331201079.27761,-59843300,-0.6489589002216919,52.73744138792225,51.78535386654352,2.5,Low Momentum,2.0,2000-05-05
72,142.75,143.375,141.84375,142.453125,92.18913269042969,5064100,93.64082611083984,,11431210.0,45.82862279832121,-0.2297724988798797,97.77787047745565,89.09810303328655,-24664697437.25952,-64907400,-0.4694898327997435,52.57677455835108,51.86002254264979,1.5,Low Momentum,2.0,2000-05-08
73,143.0625,143.40625,140.265625,141.3125,91.4510269165039,5620300,93.71243515014649,,11231015.0,43.95865293119119,-0.2590407014936186,97.09784804457205,89.16130570298655,-24845029895.25907,-70527700,-1.738361715939704,52.47965618343817,51.93020746025767,1.5,Low Momentum,2.0,2000-05-09
74,140.5,140.96875,137.75,138.125,89.38821411132812,10293900,93.72584228515625,,11295390.0,39.15067016950928,-0.3922328430559341,96.52375877789348,88.94060508319052,-25164655919.6921,-80821600,-2.899781496802842,52.26808953344231,51.99530888094309,1.5,Low Momentum,2.0,2000-05-10
75,140.125,141.5,139.125,141.28125,91.4307861328125,7091100,93.76719131469727,,11110985.0,45.50641102961303,-0.32069029735985,96.29352363310231,88.84726158418285,-25456550758.6004,-73730500,-4.640410720459673,52.25692498738727,52.0583739762217,2.5,Low Momentum,2.0,2000-05-11
76,141.8125,143.46875,141.625,142.8125,92.42170715332031,5960800,93.82714859008789,,10797735.0,48.32626477354968,-0.1909573865012394,96.22999049163401,88.81776265167655,-25780657715.07551,-67769700,-2.506742253953001,52.24128490737301,52.12018627687034,2.5,Low Momentum,2.0,2000-05-12
77,142.75,145.609375,142.0,145.28125,94.01942443847656,4441300,93.88557342529298,,9539600.0,52.58645665379984,0.007606854879543046,95.94705365402005,89.70134264724949,-25903178256.07507,-63328400,-0.4923014511458961,52.30888368875206,52.17885878637334,3.5,Moderate Momentum,2.0,2000-05-15
78,146.5625,147.71875,145.3125,146.6875,94.92948913574219,8192200,93.97995223999024,,8753300.0,54.86886115363605,0.1950024558638027,96.16075251528326,89.87189671567376,-26254433480.78337,-55136200,1.098427695185258,52.40820096537858,52.23827434268288,4.5,Moderate Momentum,2.0,2000-05-16
79,145.6875,146.1875,144.46875,145.15625,93.93852233886719,5907200,94.0894090270996,,8495200.0,51.93703078636825,0.2438103435181819,96.20242343871452,89.87471508057259,-26607677013.397,-61043400,-1.296214128048592,52.32604452958424,52.29532065820623,2.5,Low Momentum,2.0,2000-05-17
80,145.625,146.3125,143.375,143.375,92.78578186035156,4325600,94.17802947998047,,8383795.0,48.67860284522116,0.1923158357053958,96.20705695615341,89.88626045717668,-26760992381.55691,-65369000,-0.5203988666723707,52.32946832469486,52.35257210925582,3.5,Moderate Momentum,2.0,2000-05-18
81,142.5625,143.234375,140.40625,141.125,91.32970428466797,6518400,94.18588806152344,,8282835.0,44.85088697386475,0.06085656520272842,96.20736827739525,89.71202945820046,-26993738798.77031,-71887400,0.2664974725583071,52.19512009719154,52.40277467431036,4.5,Moderate Momentum,3.0,2000-05-19
82,141.25,141.46875,137.0,140.0625,90.64205932617188,10839400,94.1896762084961,,8180150.0,43.12621172054244,-0.06493088718509477,96.27105912965382,89.50677595335398,-27229469840.56718,-82726800,-1.234051046792353,52.04825764134443,52.44807108603653,2.5,Low Momentum,3.0,2000-05-22
83,140.4375,140.8125,137.5625,138.0,89.30731201171875,7979200,94.18653900146484,,7874010.0,39.91757929344401,-0.2217179377338504,95.9929385745556,89.12762645840338,-27474395376.56478,-90706000,-3.853699969387766,51.91412785795041,52.49035252928419,2.5,Low Momentum,3.0,2000-05-23
84,138.0,140.6875,136.5,140.25,90.7634048461914,11081500,94.23794052124023,,8042530.0,44.74714494361628,-0.2111056611577686,95.71482457777174,89.00227594713061,-27727544974.09167,-79624500,-1.546524848027222,51.87598929583118,52.53068616994499,4.5,Moderate Momentum,3.0,2000-05-24
85,140.6875,141.8125,137.71875,137.84375,89.20623779296875,8278900,94.21704727172852,,7676710.0,40.95569140054551,-0.2879450964819243,95.56873609475144,88.620530873022,-27932040173.23588,-87903400,-2.454635228519282,51.81692542854385,52.56643158486032,2.5,Low Momentum,3.0,2000-05-25
86,138.8125,139.6875,137.328125,138.0,89.30731201171875,4814000,94.11385559082031,,7480240.0,41.3033425335592,-0.3090881512896011,95.43748617592796,88.29270333823219,-28132814708.31452,-83089400,-0.09050645033428666,51.72152091272152,52.59089291653255,3.5,Moderate Momentum,3.0,2000-05-26
87,140.0,142.9375,139.46875,142.5,92.21949768066406,5362700,94.05641952514648,,7381960.0,50.37045939938215,-0.1141104000360433,94.95977364208693,88.47514991137987,-28284272437.02106,-77726700,0.862632359636369,51.8578542752615,52.61374570172163,4.5,Moderate Momentum,3.0,2000-05-30
88,142.5625,144.0,142.09375,142.8125,92.42170715332031,6056500,94.01273620605468,,7214190.0,50.93718834548707,0.03342236042992419,94.85646103237963,88.49351684237624,-28605963011.77612,-71670200,0.0,51.85232913555253,52.63429193551676,4.5,Moderate Momentum,3.0,2000-05-31
89,143.6875,145.4375,143.0,145.3125,94.0396728515625,8961600,93.96258209228516,,7030735.0,55.33240425264056,0.233757687274647,95.15185421490578,88.49339496111962,-28974935169.9492,-62708600,0.02153641463651742,51.93543368634732,52.65033010397595,6.5,High Momentum,3.0,2000-06-01
90,148.9375,149.09375,147.484375,147.84375,95.67771911621094,8962200,93.93346008300782,,7180665.0,59.30696717509669,0.457435444680789,95.74649542835552,88.28906517955464,-29560893547.17538,-53746400,0.7881955199388424,52.15819393363948,52.66630512567158,5.5,Moderate Momentum,3.0,2000-06-02
91,147.46875,148.21875,146.875,147.125,95.21263122558594,6998100,93.86186889648438,,7137450.0,57.73610587613786,0.5487585312988292,96.10137967418771,88.1667546336736,-30105995346.40549,-60744500,1.356322044456501,52.18553943007873,52.67571921790876,4.5,Moderate Momentum,3.0,2000-06-05
92,146.625,147.78125,145.90625,146.46875,94.7879409790039,4858900,93.77005508422852,,7127190.0,56.27044198236035,0.5536643188694703,96.39680727332942,88.13120786338933,-30375791581.55441,-65603400,2.157829657205151,52.2129022403884,52.67819060259498,4.5,Moderate Momentum,4.0,2000-06-06
93,146.625,148.0,146.0,147.484375,95.44519805908203,4919500,93.71241943359375,,7092150.0,58.04550222370922,0.5719336858713672,96.80103170656292,88.12640054441363,-30629415429.70276,-60683900,4.50619413108617,52.28427058186038,52.67878466067901,5.5,Moderate Momentum,4.0,2000-06-07
94,147.5,147.75,146.0625,146.90625,95.07106018066406,5723100,93.65862594604492,,6863610.0,56.63617128909007,0.5304966058733461,96.9854597707458,88.51025708716436,-30981010066.56799,-66407000,4.886253564203129,52.28573710750735,52.67597543965953,4.5,Moderate Momentum,4.0,2000-06-08
95,147.5,147.96875,145.625,146.59375,94.8687973022461,3085300,93.59876449584961,,6663320.0,55.84674521554839,0.4635684337023297,97.20832592500965,88.63119204984388,-31117725755.63115,-69492300,6.227357161749057,52.32944801549511,52.67075837639492,4.5,Moderate Momentum,4.0,2000-06-09
96,146.96875,146.96875,144.875,144.875,93.75650787353516,3678900,93.54941864013672,,6549225.0,51.58826339124749,0.3250390894981778,97.28352218631335,88.68947586056166,-31301043887.32935,-73171200,3.297698045171281,52.31305549279931,52.66311388552032,4.5,Moderate Momentum,4.0,2000-06-12
97,144.8125,147.75,144.625,147.59375,95.51593780517578,6558700,93.51342025756836,,6655095.0,57.15381187854269,0.3314190458249084,97.47813775859224,88.64451162495267,-31513741215.30835,-66612500,7.073160093188418,52.43308668091828,52.65302227654482,5.5,Moderate Momentum,4.0,2000-06-13
98,148.25,148.875,147.1875,147.84375,95.67771911621094,6420500,93.46933288574219,,6566510.0,57.63608653361639,0.3255773228985331,97.5902543600898,88.607218021502,-31912124439.05871,-60192000,7.133130491774597,52.49922778905442,52.64282995267959,5.5,Moderate Momentum,4.0,2000-06-14
99,148.125,148.75,146.84375,148.15625,95.88001251220703,5881200,93.44385131835938,,6565210.0,58.26861931850656,0.3142248510005469,97.83715673961929,88.5544646593065,-32232474289.98404,-54310800,3.969350217259403,52.54016015296403,52.63044332136374,5.5,Moderate Momentum,4.0,2000-06-15
100,148.3125,148.3125,145.875,146.59375,95.09219360351562,5567900,93.41474761962891,,6627325.0,54.83483593280824,0.2361106275452365,98.02011489321407,88.60214768002811,-32470045133.76659,-59878700,2.889458042324609,52.53246924830895,52.61719013281211,4.5,Moderate Momentum,4.0,2000-06-16
101,146.46875,149.15625,146.25,148.46875,96.3084487915039,5106900,93.39318420410156,,6556750.0,58.86508393867898,0.2476034913621384,98.34945464076056,88.77068238316524,-32650667910.14796,-54771800,2.412573195062651,52.64186833032148,52.6033463647806,4.5,Moderate Momentum,4.0,2000-06-19
102,148.1875,148.875,147.0,147.9375,95.96380615234375,6480000,93.35239135742188,,6338780.0,57.30464425881884,0.2144806753626511,98.52803260675887,89.1242790997841,-33009910082.02296,-61251800,0.2990111373634742,52.63648853590538,52.58738882414615,3.5,Moderate Momentum,4.0,2000-06-20
103,146.9375,148.4375,146.890625,147.875,95.92325592041016,3115000,93.31847198486328,,6095570.0,57.11280753634244,0.1740475905208881,98.45410485803352,89.8598012393786,-33218294873.93623,-64366800,0.746355484221989,52.62486034388758,52.56881077546272,3.5,Moderate Momentum,4.0,2000-06-21
104,147.5625,147.6875,145.0,145.625,94.46377563476562,7490500,93.2610252380371,,5916020.0,50.55316932776235,0.04020264909865079,98.34749032757189,90.33645284869765,-33507490742.20249,-71857300,-0.3419900684519414,52.56338775358061,52.54835754258229,2.5,Low Momentum,4.0,2000-06-22
105,145.8125,146.125,143.875,144.375,93.65286254882812,4863300,93.24075103759766,,5745240.0,47.30237086855595,-0.1038762477976053,97.83022958344029,91.2983760684152,-33729460994.26141,-76720600,-1.877868710738515,52.49894751155588,52.52628109396662,2.5,Low Momentum,4.0,2000-06-23
106,145.375,146.25,144.875,146.234375,94.8590316772461,5201300,93.27089111328125,,5764605.0,52.22360078473275,-0.1178545062368735,97.04376169563841,92.6400159227698,-34113059466.67907,-71519300,-0.223021078144127,52.50596107867131,52.50450647742632,2.5,Low Momentum,4.0,2000-06-26
107,145.984375,146.71875,145.015625,145.15625,94.15970611572266,4159500,93.39382537841797,,5704445.0,49.34625125320038,-0.1708910468239249,96.81727292102718,93.06052554088689,-34365627268.59367,-75678800,-0.7474440560939305,52.45980088182007,52.48771468523292,2.5,Low Momentum,4.0,2000-06-27
